NCT Number,Study Title,Study URL,Acronym,Study Status,Study Results,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Study Type,Study Design,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted
NCT00623467,Safety and Efficacy of Gadobutrol 1.0 Molar ( Gadavist ) in Patients for Central Nervous System (CNS) Imaging,https://clinicaltrials.gov/study/NCT00623467,,COMPLETED,YES,"DRUG: Gadobutrol (Gadavist, Gadovist, BAY86-4875)",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE3,343,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2007-12,2008-12,2008-12,2008-02-26,2011-10-06,2014-02-10
NCT00618982,Sorafenib Dose Escalation in Renal Cell Carcinoma,https://clinicaltrials.gov/study/NCT00618982,,COMPLETED,YES,"DRUG: Sorafenib (Nexavar, BAY43-9006)",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE2,83,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2008-02,2009-04,2011-01,2008-02-20,2010-05-27,2015-12-24
NCT00610194,Phase 1 Dose-escalation PK/PD Trial in Advanced Cancer Patients,https://clinicaltrials.gov/study/NCT00610194,,COMPLETED,NO,DRUG: RDEA119,Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE1,69,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2007-11-28,2010-11-24,2012-08-01,2008-02-07,,2023-10-18
NCT00606125,Sorafenib/ Carboplatin/ Paclitaxel in Patients With Solid Tumors,https://clinicaltrials.gov/study/NCT00606125,,COMPLETED,NO,"DRUG: Nexavar (Sorafenib, BAY43-9006)",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE1,16,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2007-05,2008-07,2009-02,2008-02-01,,2014-06-23
NCT00606060,BAY14-2222 Continuous Infusion in Surgeries,https://clinicaltrials.gov/study/NCT00606060,,COMPLETED,NO,DRUG: Kogenate (BAY14-2222),Bayer,,MALE,"CHILD, ADULT, OLDER_ADULT",PHASE3,15,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2004-07,,2005-05,2008-02-01,,2010-04-13
NCT00586495,Long-term Extension From RCC Phase II (11515),https://clinicaltrials.gov/study/NCT00586495,,COMPLETED,YES,"DRUG: Sorafenib (Nexavar, BAY43-9006)",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE2,95,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2005-12,2008-06,2008-07,2008-01-04,2010-02-02,2013-12-13
NCT00586105,Phase III Study of Sorafenib in Patients With Renal Cell Carcinoma (RCC),https://clinicaltrials.gov/study/NCT00586105,,COMPLETED,YES,"DRUG: Sorafenib (Nexavar, BAY43-9006)",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE3,39,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2005-12,2008-05,2008-05,2008-01-04,2010-10-01,2014-04-16
NCT00571649,Venous Thromboembolic Event (VTE) Prophylaxis in Medically Ill Patients,https://clinicaltrials.gov/study/NCT00571649,MAGELLAN,COMPLETED,YES,"DRUG: Rivaroxaban (Xarelto, BAY59-7939)|DRUG: Enoxaparin|DRUG: Rivaroxaban placebo|DRUG: Enoxaparin placebo",Bayer,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",ALL,"ADULT, OLDER_ADULT",PHASE3,8101,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2007-12,2010-08,2010-11,2007-12-12,2012-06-27,2016-09-15
NCT00569244,SH T00186 in the Treatment of Primary Dysmenorrhea,https://clinicaltrials.gov/study/NCT00569244,,COMPLETED,NO,DRUG: Drug: YAZ flex (SH T00186D)|DRUG: YAZ (SH T00186D),Bayer,,FEMALE,ADULT,PHASE3,223,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2007-12,2009-12,2009-12,2007-12-07,,2014-10-29
NCT00568945,Study to Investigate the Effect of the A1 Agonist Capadenoson on Ventricular HR in Patients With Persistent or Permanent Atrial Fibrillation.,https://clinicaltrials.gov/study/NCT00568945,,COMPLETED,NO,DRUG: Capadenoson (BAY68-4986),Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE2,28,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2008-01,2008-11,2008-12,2007-12-06,,2014-10-29
NCT00567164,Efficacy and Safety of Two Flexible Extended Regimens of BAY86-5300 (SH T00186D) in Comparison With the Conventional Regimen of YAZ,https://clinicaltrials.gov/study/NCT00567164,,COMPLETED,YES,"DRUG: EE20/DRSP (BAY86-5300)|DRUG: EE20/DRSP (BAY86-5300)|DRUG: EE20/DRSP (YAZ, BAY86-5300)",Bayer,,FEMALE,ADULT,PHASE3,1887,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2007-10,2009-11,2009-11,2007-12-04,2014-03-12,2014-03-12
NCT00566384,Efficacy and Safety of Oral Dehydroepiandrosterone as a Concomitant Therapy to Oral Contraceptives in Women Complaining of Reduced Libido,https://clinicaltrials.gov/study/NCT00566384,,COMPLETED,NO,"DRUG: Dehydroepiandrosterone, BAY86-5314|DRUG: Placebo",Bayer,,FEMALE,ADULT,PHASE2,100,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2007-11,2009-04,2009-04,2007-12-03,,2014-12-02
NCT00565565,Single Dose Escalation Study in Patients With Chronic Heart Failure,https://clinicaltrials.gov/study/NCT00565565,,COMPLETED,NO,DRUG: BAY60-4552,Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE1,55,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2007-10,2008-12,2009-04,2007-11-30,,2016-08-10
NCT00562913,Phase I Study of Sorafenib Dosed Continuously With Cyclophosphamide and Doxorubicin,https://clinicaltrials.gov/study/NCT00562913,,COMPLETED,NO,"DRUG: Nexavar (Sorafenib, BAY43-9006)",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE1,21,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2007-12,2009-06,2010-03,2007-11-26,,2013-11-26
NCT00562523,Sorafenib/Docetaxel Dose Escalation Trial,https://clinicaltrials.gov/study/NCT00562523,,COMPLETED,NO,"DRUG: Sorafenib (Nexavar, BAY43-9006)",Bayer,Amgen,ALL,"ADULT, OLDER_ADULT",PHASE1,17,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2007-11,2009-03,2009-03,2007-11-22,,2013-05-23
NCT00555919,ZK 230211 in Postmenopausal Woman With Metastatic Breast Cancer,https://clinicaltrials.gov/study/NCT00555919,,COMPLETED,NO,"DRUG: Lonaprisan (ZK 230211, BAY86-5044)|DRUG: Lonaprisan (ZK 230211, BAY86-5044)",Bayer,,FEMALE,"ADULT, OLDER_ADULT",PHASE2,68,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2008-03,2010-04,2011-03,2007-11-09,,2014-10-10
NCT00537836,ZK283197 for Treatment of Vasomotor Symptoms,https://clinicaltrials.gov/study/NCT00537836,,COMPLETED,NO,DRUG: BAY 86-5310 (ZK 283197)|DRUG: Placebo|DRUG: 17ß-estradiol,Bayer,,FEMALE,"ADULT, OLDER_ADULT",PHASE2,116,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2007-10,2008-12,2008-12,2007-10-01,,2015-04-09
NCT00528112,Levonorgestrel Contraceptive Intrauterine Systems (LCS) Pearl Index Study,https://clinicaltrials.gov/study/NCT00528112,,COMPLETED,YES,DRUG: LCS12|DRUG: LCS16,Bayer,,FEMALE,ADULT,PHASE3,2885,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2007-08,2011-07,2013-06,2007-09-12,2012-09-24,2017-01-25
NCT00526188,Efficacy and Safety of Primovist in Chinese Patients,https://clinicaltrials.gov/study/NCT00526188,,COMPLETED,YES,"DRUG: Gadoxetic Acid Disodium (Primovist, BAY86-4873)",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE3,234,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2007-08,2008-08,2008-08,2007-09-10,2009-12-30,2015-05-01
NCT00522951,SH L 562BB Phase II/III Dose Justification and Gadoteridol-controlled Comparative Study,https://clinicaltrials.gov/study/NCT00522951,,COMPLETED,YES,"DRUG: Gadobutrol (Gadavist, Gadovist, BAY86-4875)|DRUG: Gadobutrol (Gadavist, Gadovist, BAY86-4875)|DRUG: ProHance",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE3,165,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (PARTICIPANT)|Primary Purpose: DIAGNOSTIC,2007-08,2008-08,2008-08,2007-08-30,2011-08-03,2017-08-28
NCT00522873,Endometrial Safety Study,https://clinicaltrials.gov/study/NCT00522873,,COMPLETED,YES,DRUG: 0.25mg DRSP / 0.5mg E2 (BAY86-4891)|DRUG: 0.5mg NETA / 1.0mg E2 (Activella),Bayer,"Laboratorium für Klinische Forschung|Diagnostic Cytology Laboratory|University of California, San Francisco",FEMALE,"ADULT, OLDER_ADULT",PHASE3,662,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2007-08,2009-08,2009-08,2007-08-30,2012-06-28,2014-12-31
NCT00511797,SH T00186 Phase II/ III Optimal Drospirenone (DRSP) Dose Finding and Placebo-controlled Comparative Study,https://clinicaltrials.gov/study/NCT00511797,,COMPLETED,YES,DRUG: SH T04740B|DRUG: SH T00186DF|DRUG: SH T04740F|DRUG: Placebo,Bayer,,FEMALE,"ADULT, OLDER_ADULT",PHASE2|PHASE3,249,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2007-07,2009-01,2009-01,2007-08-06,2010-10-04,2017-01-26
NCT00501059,A Study to Assess the Efficacy and Safety of Enteric-Coated Acetylsalicylic Acid in Patients at Moderate Risk of Cardiovascular Disease,https://clinicaltrials.gov/study/NCT00501059,ARRIVE,COMPLETED,YES,"DRUG: Aspirin (Acetylsalicylic acid, BAYE4465)|DRUG: Placebo",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE3,12546,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2007-07-05,2016-11-15,2016-11-15,2007-07-13,2018-01-08,2018-10-26
NCT00494871,Efficacy and Safety of Rivaroxaban for the Prevention of Stroke in Subjects With Non-Valvular Atrial Fibrillation,https://clinicaltrials.gov/study/NCT00494871,,COMPLETED,YES,"DRUG: Rivaroxaban (Xarelto, BAY59-7939)|DRUG: Warfarin|DRUG: Rivaroxaban placebo|DRUG: Warfarin placebo",Bayer,"Janssen R&D, L.L.C.",ALL,"ADULT, OLDER_ADULT",PHASE3,1280,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: PREVENTION",2007-06,2009-12,2010-01,2007-07-02,2012-04-19,2015-04-20
NCT00494299,Phase III Study of BAY43-9006 in Patients With Advanced Hepatocellular Carcinoma (HCC) Treated After Transcatheter Arterial Chemoembolization (TACE),https://clinicaltrials.gov/study/NCT00494299,,COMPLETED,YES,"DRUG: Sorafenib (Nexavar, BAY43-9006)|DRUG: Placebo",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE3,458,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2006-04,2009-07,2010-11,2007-06-29,2011-01-20,2013-12-20
NCT00492986,"An Open-Label, Non-Comparative, Phase III Study of the Raf-Kinase Inhibitor BAY 43-9006 as a Subsequent to First-Line Therapy in Patients With Advanced Renal Cell Carcinoma",https://clinicaltrials.gov/study/NCT00492986,,COMPLETED,NO,"DRUG: Nexavar (Sorafenib, BAY43-9006)",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE3,1150,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2005-10,2008-11,2008-11,2007-06-27,,2014-12-30
NCT00492752,"A Randomized, Double-Blinded, Placebo-Controlled Study of Sorafenib in Patients With Advanced Hepatocellular Carcinoma",https://clinicaltrials.gov/study/NCT00492752,,COMPLETED,YES,"DRUG: Sorafenib (Nexavar, BAY43-9006)|DRUG: Placebo",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE3,226,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2005-10,2007-03,2009-07,2007-06-27,2011-01-13,2014-04-16
NCT00492726,Therapy of Complicated Intra-Abdominal Infections With Moxifloxacin or Ertapenem,https://clinicaltrials.gov/study/NCT00492726,,COMPLETED,YES,"DRUG: Moxifloxacin (Avelox, BAY12-8039)|DRUG: Ertapenem intravenous",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE3,804,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2006-07,2009-02,2009-02,2007-06-27,2010-03-03,2014-11-07
NCT00492635,Study to Compare the Tolerability and Efficacy of Once Daily Vardenafil vs Vardenafil PRN vs Placebo in Men Immediately After Nerve-sparing Prostatectomy for Improving ED,https://clinicaltrials.gov/study/NCT00492635,,COMPLETED,NO,"DRUG: Levitra (Vardenafil, BAY38-9456)|DRUG: Levitra (Vardenafil, BAY38-9456)|DRUG: Placebo",Bayer,,MALE,ADULT,PHASE3,628,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2004-12,2007-09,2007-09,2007-06-27,,2014-10-28
NCT00492297,"A Phase II, Multi-Center, Open-Label, Uncontrolled Study to Evaluate the Efficacy and Safety of Sorafenib Given Daily in Combination With Repeated 21-Day Cycles of Dacarbazine (DTIC) Chemotherapy in Subjects With Advanced Metastatic Melanoma",https://clinicaltrials.gov/study/NCT00492297,,COMPLETED,YES,"DRUG: Sorafenib (Nexavar, BAY43-9006) + Dacarbazine (DTIC)",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE2,83,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2005-04,2008-06,2008-07,2007-06-27,2011-01-25,2014-10-31
NCT00492024,BAY12-8039: 5 Days for Sinusitis vs Placebo,https://clinicaltrials.gov/study/NCT00492024,,COMPLETED,YES,"DRUG: Moxifloxacin (Avelox, BAY12-8039)|DRUG: Placebo",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE3,374,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2005-01,2008-03,2008-03,2007-06-27,2009-12-02,2013-11-26
NCT00478881,A Study To Assess If 10 mg Vardenafil (BAY38-9456) Taken Twice Daily For 6 Weeks Has An Effect On Bladder Function,https://clinicaltrials.gov/study/NCT00478881,,COMPLETED,YES,"DRUG: Vardenafil HCl (Levitra, BAY38-9456)|DRUG: Placebo",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE2,397,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2007-08,2008-11,2008-11,2007-05-25,2009-12-24,2014-12-11
NCT00473460,Intermittent Moxifloxacin Therapy For The Prevention Of Acute Exacerbations In Patients With Chronic Bronchitis,https://clinicaltrials.gov/study/NCT00473460,,COMPLETED,NO,"DRUG: Avelox (Moxifloxacin, BAY12-8039)|DRUG: Placebo",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE3,1404,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2004-10,2007-01,2007-01,2007-05-15,,2014-10-28
NCT00471991,Valette (Combined Oral Contraceptive SH T04769G and SH D00659AF) Low Ovulation Inhibition,https://clinicaltrials.gov/study/NCT00471991,,COMPLETED,NO,DRUG: SH T04769G|DRUG: Ethinyl estradiol / dienogest (SH D00659 AF),Bayer,,FEMALE,ADULT,PHASE2,60,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2007-04,2007-12,2007-12,2007-05-10,,2013-01-25
NCT00468819,A Study of Magnetic Resonance Imaging (MRI) With Gadavist in Children,https://clinicaltrials.gov/study/NCT00468819,,COMPLETED,YES,"DRUG: Gadobutrol (Gadavist, Gadovist, BAY86-4875)",Bayer,,ALL,CHILD,PHASE1,140,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2007-05,2008-04,2008-04,2007-05-03,2011-09-05,2015-07-22
NCT00468481,Efficacy and Safety Study for an Oral Contraceptive Containing Folate,https://clinicaltrials.gov/study/NCT00468481,,COMPLETED,YES,DRUG: Drospirenone/Ethinylestradiol/Methyltetrahydrofolate|DRUG: Drospirenone/Ethinylestradiol (Yaz),Bayer,,FEMALE,ADULT,PHASE3,385,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2007-04,2008-08,2008-09,2007-05-02,2011-01-25,2014-04-23
NCT00463450,Efficacy of Gynodian® Depot in Women With Impaired Well-being,https://clinicaltrials.gov/study/NCT00463450,,COMPLETED,NO,DRUG: Gynodian® Depot (BAY86-5032)|DRUG: BAY86-4980,Bayer,Navitas Life Sciences GmbH|LKF Laboratory,FEMALE,"ADULT, OLDER_ADULT",PHASE3,140,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2002-05,,2004-04,2007-04-20,,2014-12-30
NCT00461305,Safety Study of Ethinylestradiol/Drospirenone in Dysmenorrhea,https://clinicaltrials.gov/study/NCT00461305,,COMPLETED,YES,DRUG: DRSP 3 mg/EE 20 µg (13 cycles)|DRUG: DRSP 3 mg/EE 30 µg (6 cycles),Bayer,,FEMALE,"ADULT, OLDER_ADULT",PHASE2|PHASE3,420,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2007-02,2009-01,2009-08,2007-04-18,2010-10-01,2013-01-24
NCT00461123,Vardenafil in Greenlight(TM) Laser Surgery of Benign Prostate Hypertrophy,https://clinicaltrials.gov/study/NCT00461123,,COMPLETED,YES,"DRUG: Vardenafil (Levitra, BAY38-9456)|DRUG: Placebo",Bayer,,MALE,"ADULT, OLDER_ADULT",PHASE2,50,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2007-03,2008-06,2008-06,2007-04-17,2010-01-21,2014-12-19
NCT00459667,BEYOND Follow-up: Betaferon®/Betaseron® Efficacy Yielding Outcomes of a New Dose,https://clinicaltrials.gov/study/NCT00459667,Beyond,COMPLETED,YES,"DRUG: Interferon beta-1b (Betaseron, BAY86-5046)|DRUG: Interferon beta-1b (Betaseron, BAY86-5046)|DRUG: Interferon beta-1b (Betaseron, BAY86-5046)",Bayer,,ALL,ADULT,PHASE3,1420,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE|Primary Purpose: TREATMENT,2007-05,2008-03,2008-03,2007-04-12,2009-08-17,2015-04-23
NCT00459654,A Placebo-controlled Phase II Study of Bone-targeted Radium-223 in Symptomatic Hormone-refractory Prostate Cancer,https://clinicaltrials.gov/study/NCT00459654,,COMPLETED,NO,DRUG: Radium-223 dichloride (BAY88-8223)|DRUG: Saline,Bayer,,MALE,"ADULT, OLDER_ADULT",PHASE2,64,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2004-02,2006-05,2007-05,2007-04-12,,2014-06-25
NCT00454558,An Open Multiple Dose Titration Study In Patients With Pulmonary Hypertension,https://clinicaltrials.gov/study/NCT00454558,,COMPLETED,NO,"DRUG: Riociguat (Adempas, BAY63-2521)",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE2,75,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2007-01,2014-07,2014-09,2007-03-30,,2015-10-16
NCT00453349,A Trial Comparing Moxifloxacin Versus Levofloxacin Plus Metronidazole In Uncomplicated Pelvic Inflammatory Disease,https://clinicaltrials.gov/study/NCT00453349,,COMPLETED,YES,"DRUG: Moxifloxacin (Avelox, BAY12-8039)|DRUG: Levofloxacin & Metronidazole",Bayer,,FEMALE,"ADULT, OLDER_ADULT",PHASE3,460,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2007-01,2008-05,2008-05,2007-03-28,2009-11-30,2014-09-08
NCT00449033,"A Phase III Randomized, Double-blind, Placebo Controlled Trial Comparing the Efficacy of Gemcitabine, Cisplatin and Sorafenib to Gemcitabine, Cisplatin and Placebo in First-Line Treatment of Patients With Stage IIIb With Effusion and Stage IV Non-Small Cell Lung Cancer (NSCLC)",https://clinicaltrials.gov/study/NCT00449033,NEXUS,COMPLETED,YES,"DRUG: Sorafenib (Nexavar, BAY43-9006)|DRUG: Placebo|DRUG: Gemcitabine|DRUG: Cisplatin",Bayer,,ALL,"ADULT, OLDER_ADULT",PHASE3,904,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2007-02,2010-04,2011-06,2007-03-19,2011-09-09,2015-04-23
NCT00446199,Low-dose Hormone Therapy for Relief of Vasomotor Symptoms,https://clinicaltrials.gov/study/NCT00446199,,COMPLETED,YES,DRUG: 0.5mg DRSP / 0.5mg E2 (BAY86-4891)|DRUG: 0.25mg DRSP / 0.5mg E2 (BAY86-4891)|DRUG: Estradiol (E2 0.3mg)|DRUG: Placebo,Bayer,,FEMALE,"ADULT, OLDER_ADULT",PHASE3,735,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2007-03,2008-10,2008-11,2007-03-12,2012-04-18,2015-05-06
NCT00440193,Oral Direct Factor Xa Inhibitor Rivaroxaban in Patients With Acute Symptomatic Deep Vein Thrombosis - The EINSTEIN DVT Study,https://clinicaltrials.gov/study/NCT00440193,,COMPLETED,YES,"DRUG: Rivaroxaban (Xarelto, BAY59-7939)|DRUG: Enoxaparin followed by VKA",Bayer,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",ALL,"ADULT, OLDER_ADULT",PHASE3,3449,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2007-03,2010-04,2010-04,2007-02-26,2013-01-24,2014-02-27
NCT00439777,Oral Direct Factor Xa Inhibitor Rivaroxaban in Patients With Acute Symptomatic Pulmonary Embolism - The EINSTEIN PE Study,https://clinicaltrials.gov/study/NCT00439777,,COMPLETED,YES,"DRUG: Rivaroxaban (Xarelto, BAY59-7939)|DRUG: Enoxaparin overlapping with and followed by VKA",Bayer,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",ALL,"ADULT, OLDER_ADULT",PHASE3,4833,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2007-03,2011-09,2011-12,2007-02-26,2013-01-24,2014-02-27
NCT00439725,Once - Daily Oral Direct Factor Xa Inhibitor Rivaroxaban In The Long-Term Prevention Of Recurrent Symptomatic Venous Thromboembolism In Patients With Symptomatic Deep-Vein Thrombosis Or Pulmonary Embolism. The Einstein-Extension Study,https://clinicaltrials.gov/study/NCT00439725,,COMPLETED,YES,"DRUG: Rivaroxaban (Xarelto, BAY59-7939)|DRUG: Placebo",Bayer,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C.",ALL,"ADULT, OLDER_ADULT",PHASE3,1197,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2007-02,2009-08,2009-09,2007-02-26,2012-04-12,2014-11-04
