NCT Number,Study Title,Study URL,Acronym,Study Status,Study Results,Conditions,Interventions,Sponsor,Collaborators,Study Type,Start Date,Primary Completion Date,Completion Date,First Posted,Results First Posted,Last Update Posted
NCT01031355,Bioequivalence Study: 3 mg Estradiol Valerate (EV) With and Without Levomefolate Calcium,https://clinicaltrials.gov/study/NCT01031355,,COMPLETED,NO,Contraception|Ovulation Inhibition,DRUG: Estradiol Valerate (EV) / Levomefolate Calcium (BAY98-7078)|DRUG: Estradiol Valerate (EV) (BAY86-4980)|DRUG: Levomefolate Calcium (BAY86-7660),Bayer,,INTERVENTIONAL,2009-12,2010-02,2010-03,2009-12-14,,2014-02-20
NCT01031199,Evaluation of the Positron Emission Tomography (PET) Tracer ZK 6032924 in Patients With Multiple Sclerosis Compared to Healthy Volunteers,https://clinicaltrials.gov/study/NCT01031199,,COMPLETED,NO,Positron-Emission Tomography|Multiple Sclerosis,DRUG: F-18 FEDAA1106 (BAY85-8101)|DRUG: F-18 FEDAA1106 (BAY85-8101),Bayer,,INTERVENTIONAL,2009-01,2009-12,2009-12,2009-12-14,,2014-04-02
NCT01029340,Trial to Evaluate the Efficacy and Safety of a New Full Length Recombinant Human FVIII for Hemophilia A,https://clinicaltrials.gov/study/NCT01029340,Leopold I,COMPLETED,YES,Blood Coagulation Disorders|Hemophilia A,"BIOLOGICAL: Recombinant Factor VIII (BAY81-8973)|BIOLOGICAL: Recombinant Factor VIII (Kogenate FS, BAY14-2222)|BIOLOGICAL: Recombinant Factor VIII (BAY81-8973)|BIOLOGICAL: Recombinant Factor VIII (BAY81-8973)",Bayer,,INTERVENTIONAL,2009-12,2012-06,2013-03,2009-12-09,2013-11-18,2016-11-28
NCT01028755,To Determine Maximum Tolerated Dose of BAY79-4620 in Patients With Advanced Solid Tumors,https://clinicaltrials.gov/study/NCT01028755,,COMPLETED,NO,Neoplasms,DRUG: BAY79-4620,Bayer,,INTERVENTIONAL,2009-11,2013-04,2013-04,2009-12-09,,2015-01-21
NCT01028079,"Placebo and Active Controlled, Double Dummy Study to Prove Efficacy of Aspirin in Treatment of Acute Low Back Pain",https://clinicaltrials.gov/study/NCT01028079,,COMPLETED,NO,Low Back Pain,"DRUG: Acetylsalicylic Acid (Aspirin, BAYE4465)|DRUG: Ibuprofen|DRUG: Placebo",Bayer,,INTERVENTIONAL,2005-11,,2006-12,2009-12-09,,2009-12-09
NCT01021436,"Safety, Tolerability and Pharmacokinetics of Aerosolized Amikacin in Intubated and Mechanically-ventilated Patients With Nosocomial Pneumonia",https://clinicaltrials.gov/study/NCT01021436,,COMPLETED,NO,Pneumonia,DRUG: Amikacin inhalation solution (BAY41-6551),Bayer,Nektar Therapeutics,INTERVENTIONAL,2007-03,2007-08,2007-08,2009-11-30,,2016-02-18
NCT01014247,Influence of Moxifloxacin on QTc Interval in Healthy Subjects for Positive Control Validation,https://clinicaltrials.gov/study/NCT01014247,,COMPLETED,NO,QTc Evaluation|Electrocardiography,"DRUG: Avelox (Moxifloxacin, BAY12-8039)|DRUG: Placebo",Bayer,,INTERVENTIONAL,2009-11,2010-06,2010-06,2009-11-16,,2013-06-03
NCT01013909,Comparative Safety and Efficacy Study of New Bifonazol Spray vs Terbinafine Solution vs Placebo,https://clinicaltrials.gov/study/NCT01013909,Porsche,COMPLETED,NO,Tinea Pedis,DRUG: Bifonazole spray once daily|DRUG: Bifonazole spray twice daily|DRUG: Placebo|DRUG: Placebo|DRUG: Lamisil Once,Bayer,,INTERVENTIONAL,2009-12,2010-05,2010-05,2009-11-16,,2015-01-27
NCT01012973,Vascular Endothelial Growth Factor (VEGF) Trap-Eye: Investigation of Efficacy and Safety in Central Retinal Vein Occlusion (CRVO),https://clinicaltrials.gov/study/NCT01012973,GALILEO,COMPLETED,YES,Retinal Vein Occlusion,"BIOLOGICAL: Aflibercept Injection (EYLEA, VEGF Trap-Eye, BAY86-5321)|OTHER: Sham treatment",Bayer,Regeneron Pharmaceuticals,INTERVENTIONAL,2009-10,2011-02,2012-02,2009-11-13,2012-11-22,2014-11-02
NCT01010100,Prevent/Delay Development of Type 2 Diabetes in Subjects With Impaired Glucose Homeostasis Treated With Acarbose in Primary Care,https://clinicaltrials.gov/study/NCT01010100,,COMPLETED,NO,Diabetes Mellitus,"DRUG: Acarbose (Glucobay, BAYG5421)|DRUG: Placebo",Bayer,,INTERVENTIONAL,2000-08,2007-05,2007-05,2009-11-09,,2010-12-28
NCT01009359,"Evaluation of the Neuroinflammation Pattern of BAY85-8102 F-18, DPA-714 in Probable Alzheimers Disease Patients Versus Healthy Volunteers and Radiation Dosimetry of F 18, DPA-714 in Healthy Volunteers",https://clinicaltrials.gov/study/NCT01009359,,COMPLETED,NO,Diagnostic Imaging,DRUG: F-18 DPA-714 (BAY85-8102)|DRUG: F-18 DPA-714 (BAY85-8102)|DRUG: F-18 DPA-714 (BAY85-8102),Bayer,,INTERVENTIONAL,2009-10,2010-07,2010-10,2009-11-06,,2013-07-31
NCT01007578,Drug-Eluting Balloon Catheters and the Treatment of Peripheral Arterial Occlusive Disease,https://clinicaltrials.gov/study/NCT01007578,,COMPLETED,NO,Peripheral Arterial Disease|Stenotic Femoro-popliteal Arteries|Occluded Femoro-popliteal Arteries|Atherosclerosis,DEVICE: Paclitaxel-coated balloon catheter angioplasty,Bayer,,INTERVENTIONAL,2007-09-15,2007-12-15,2007-12-15,2009-11-04,,2023-09-21
NCT01005719,Study to Compare Gastric Inhibition of Two Proton Pump Inhibitors (CL2008-18)(P07815)(COMPLETED),https://clinicaltrials.gov/study/NCT01005719,,COMPLETED,YES,Human Experimentation,DRUG: Zegerid|DRUG: Prevacid®,Bayer,,INTERVENTIONAL,2009-09,2010-01,2010-01,2009-11-01,2011-01-28,2015-03-11
NCT01004445,A Study to Determine the Correct Dose of Amikacin Which is Delivered Directly to the Lungs of Ventilated Patients as an Aerosol Via an Investigational Device Called the Pulmonary Delivery Device System (PDDS),https://clinicaltrials.gov/study/NCT01004445,,COMPLETED,NO,Pneumonia,DRUG: Amikacin (BAY41-6551)|DRUG: Amikacin (BAY41-6551)|DRUG: Placebo,Bayer,Nektar Therapeutics,INTERVENTIONAL,2005-05,2006-06,2006-06,2009-10-30,,2011-04-08
NCT01003015,Safety Study of BAY73-4506 in Patients With Hepatocellular Carcinoma,https://clinicaltrials.gov/study/NCT01003015,,COMPLETED,NO,"Carcinoma, Hepatocellular",DRUG: BAY73-4506,Bayer,,INTERVENTIONAL,2009-09,2010-11,2013-03,2009-10-28,,2015-04-03
NCT01002378,The Effect of Food (High Fat and Low Fat Breakfast) on the Pharmacokinetics of Regorafenib,https://clinicaltrials.gov/study/NCT01002378,,COMPLETED,NO,Dietary Fats|Pharmacokinetics,"DRUG: Regorafenib (Stivarga, BAY73-4506)|DRUG: Regorafenib (Stivarga, BAY73-4506)|DRUG: Regorafenib (Stivarga, BAY73-4506)",Bayer,,INTERVENTIONAL,2009-10,2010-02,2010-02,2009-10-27,,2013-05-23
NCT01001975,Determination of Sun Protection in Sunscreen Formulas (Study SR09-15)(P08236)(COMPLETED),https://clinicaltrials.gov/study/NCT01001975,PFA and SPF,COMPLETED,YES,Sun Protection,DRUG: Sunscreen Test Code: V53-028|DRUG: Sunscreen Test Code: V53-030|DRUG: Standard SPF 4 Sunscreen,Bayer,,INTERVENTIONAL,2009-07,2009-08,2009-08,2009-10-27,2010-12-07,2015-03-11
NCT00984789,Birth Control Patch Study,https://clinicaltrials.gov/study/NCT00984789,,COMPLETED,NO,Contraception,DRUG: Ethinylestradiol/Gestodene (FC Patch Low BAY86-5016)|DRUG: Norelgestromin/Ethinylestradiol (EVRA),Bayer,Parexel,INTERVENTIONAL,2009-05,2010-09,2010-09,2009-09-25,,2014-04-02
NCT00984282,Nexavar® Versus Placebo in Locally Advanced/Metastatic RAI-Refractory Differentiated Thyroid Cancer,https://clinicaltrials.gov/study/NCT00984282,,COMPLETED,YES,Thyroid Neoplasms,"DRUG: Sorafenib (Nexavar, BAY43-9006)|DRUG: Placebo",Bayer,Amgen,INTERVENTIONAL,2009-10-15,2012-08-31,2017-08-30,2009-09-25,2013-12-10,2018-09-13
NCT00980135,Sinecort Pilot Efficacy Study,https://clinicaltrials.gov/study/NCT00980135,Sinecort Pilot,COMPLETED,NO,Atopic Dermatitis,DEVICE: Sinecort cream|DRUG: Hydrocortison cream|OTHER: Untreated skin,Bayer,,INTERVENTIONAL,2009-11,2010-05,2010-05,2009-09-18,,2014-04-02
NCT00976209,Consumer Preference Study of Two Formulations of Phenylephrine Hydrochloride (Study CL2008-15)(P07530)(COMPLETED),https://clinicaltrials.gov/study/NCT00976209,,COMPLETED,YES,Vasomotor Rhinitis|Seasonal Allergic Rhinitis,"DRUG: Phenylephrine Hydrochloride (HCl) Extended Release (ER) Tablets 30 mg|DRUG: Phenylephrine Hydrochloride (HCl) Immediate Release (IR) tablets, 10 mg",Bayer,,INTERVENTIONAL,2009-08,2009-11,2009-11,2009-09-14,2011-03-25,2015-03-11
NCT00973323,BAY59-7939 Japanese in Atrial Fibrillation (2nd),https://clinicaltrials.gov/study/NCT00973323,,COMPLETED,NO,Atrial Fibrillation,"DRUG: Xarelto (Rivaroxaban, BAY59-7939)|DRUG: Xarelto (Rivaroxaban, BAY59-7939)|DRUG: Xarelto (Rivaroxaban, BAY59-7939)|DRUG: Warfarin",Bayer,,INTERVENTIONAL,2005-09,,2006-03,2009-09-09,,2014-12-30
NCT00973245,BAY59-7939 in Atrial Fibrillation Once Daily (OD),https://clinicaltrials.gov/study/NCT00973245,,COMPLETED,NO,Atrial Fibrillation,"DRUG: Xarelto (Rivaroxaban, BAY59-7939)|DRUG: Xarelto (Rivaroxaban, BAY59-7939)|DRUG: Xarelto (Rivaroxaban, BAY59-7939)|DRUG: Warfarin",Bayer,,INTERVENTIONAL,2006-07,,2007-01,2009-09-09,,2014-12-30
NCT00969449,Pharmacokinetics Study Comparing Naproxen Sodium Extended Release and Naprelan,https://clinicaltrials.gov/study/NCT00969449,,COMPLETED,NO,Pharmacokinetics,"DRUG: Naproxen Sodium, (BAY H6689)|DRUG: Naprelan, (BAY H6689)",Bayer,,INTERVENTIONAL,2009-04,2009-05,2009-05,2009-09-01,,2014-05-20
NCT00963443,Acetylsalicylic Acid Combined With Pseudoephedrine in Common Cold,https://clinicaltrials.gov/study/NCT00963443,,COMPLETED,NO,Common Cold,"DRUG: Acetylsalicylic Acid (Aspirin, BAYE4465)|DRUG: Pseudoephedrine|DRUG: Placebo",Bayer,,INTERVENTIONAL,2009-09,2012-03,2012-03,2009-08-21,,2014-12-05
NCT00962611,"BAY80-6946 Open Label, Phase I Study in Patients With Advanced Cancer",https://clinicaltrials.gov/study/NCT00962611,,COMPLETED,NO,Neoplasms,"DRUG: Copanlisib (Aliqopa, BAY80-6946)",Bayer,,INTERVENTIONAL,2009-11-19,2016-02-23,2016-02-23,2009-08-20,,2017-10-06
NCT00961831,"Radiation Dosimetry, Metabolism, Safety, Tolerability and Positron Emission Tomography/Computed Tomography (PET/CT) Imaging With BAY 85-8050 in Healthy Volunteers and Patients",https://clinicaltrials.gov/study/NCT00961831,,COMPLETED,NO,Neoplasm,DRUG: F-18 (BAY85-8050)|DRUG: F-18 (BAY85-8050),Bayer,,INTERVENTIONAL,2009-04-15,2009-12-16,2009-12-16,2009-08-19,,2022-10-12
NCT00961038,Study to Evaluate the Safety and Pharmacokinetics of Inhaled Ciprofloxacin in Patients With Moderate to Severe Chronic Obstructive Pulmonary Disease (COPD),https://clinicaltrials.gov/study/NCT00961038,,COMPLETED,NO,"Pulmonary Disease, Chronic Obstructive","DRUG: Ciprofloxacin (PulmoSphere, BAYQ3939)|DRUG: Ciprofloxacin (PulmoSphere, BAYQ3939)|DRUG: Placebo",Bayer,Novartis Pharmaceuticals,INTERVENTIONAL,2009-08,2010-03,2010-03,2009-08-18,,2014-04-01
NCT00960258,Phase I Study to Investigate Pharmacokinetics and Safety of BAY73-4506 in Asian (Japanese) Patients With Solid Tumors.,https://clinicaltrials.gov/study/NCT00960258,,COMPLETED,NO,Tumors,DRUG: Regorafenib (BAY73-4506),Bayer,,INTERVENTIONAL,2009-07-01,2010-04-26,2013-11-11,2009-08-17,,2017-09-27
NCT00944632,Dose Escalation of Different Concentrations of ZK 245186 in Atopic Dermatitis,https://clinicaltrials.gov/study/NCT00944632,,COMPLETED,NO,Atopic Dermatitis,DRUG: ZK 245186|DRUG: Placebo (vehicle ointment),Bayer,,INTERVENTIONAL,2009-07-15,2010-09-15,2010-09-15,2009-07-23,,2023-06-07
NCT00941863,"Study to Determine the Safety, Maximum Tolerated Dose, Pharmacokinetics of Sorafenib (BAY43-9006)",https://clinicaltrials.gov/study/NCT00941863,,COMPLETED,YES,Carcinoma,DRUG: Sorafenib 100 mg (50-mg tablet)|DRUG: Sorafenib 200 mg (50-mg tablet)|DRUG: Sorafenib 400 mg (50-mg tablet)|DRUG: Sorafenib 400 mg (200-mg tablet)|DRUG: Sorafenib 400 mg (Expansion),Bayer,Amgen,INTERVENTIONAL,2002-07,2005-05,2008-04,2009-07-20,2010-10-08,2016-03-22
NCT00941057,Bioequivalence Study: 2 mg Estradiol Valerate (EV) and 3 mg Dienogest (DNG) Without and With Levomefolate Calcium,https://clinicaltrials.gov/study/NCT00941057,,COMPLETED,NO,"Pharmacology, Clinical","DRUG: BAY 98-7079, Estradiolvalerate (EV) / Dienogest (DNG) / Levomefolate calcium|DRUG: BAY 86-5027,Estradiolvalerate(EV) / Dienogest (DNG)|DRUG: BAY 86-7660,levomefolate calcium",Bayer,,INTERVENTIONAL,2009-09,2009-12,2010-01,2009-07-17,,2016-08-01
NCT00937391,Contrast-enhanced MRI in Children 2 Months to <2 Years,https://clinicaltrials.gov/study/NCT00937391,,COMPLETED,YES,Magnetic Resonance Imaging,"DRUG: Gadopentetate dimeglumine (Magnevist, BAY86-6661)",Bayer,,INTERVENTIONAL,2010-01,2010-09,2010-09,2009-07-13,2011-10-13,2015-11-18
NCT00934882,"Study to Determine Safety, Pharmacokinetics, Pharmacodynamics of BAY73-4506 in Combination With mFOLFOX6 or FOLFIRI",https://clinicaltrials.gov/study/NCT00934882,,COMPLETED,NO,Colorectal Neoplasms,DRUG: Regorafenib (BAY73-4506),Bayer,,INTERVENTIONAL,2009-08,2012-04,2012-04,2009-07-08,,2014-06-02
NCT00933179,FC Patch Low: Metabolism Study,https://clinicaltrials.gov/study/NCT00933179,,COMPLETED,NO,Contraception,"DRUG: Gestodene/EE Patch (BAY86-5016)|DRUG: EE/Levonorgestrel (Microgynon, BAY86-4977)",Bayer,,INTERVENTIONAL,2009-06,2010-09,2010-09,2009-07-07,,2014-11-14
NCT00930982,Evaluation of Cipro Inhale in Patients With Non-cystic Fibrosis Bronchiectasis,https://clinicaltrials.gov/study/NCT00930982,,COMPLETED,YES,Bronchiectasis,"DRUG: Ciprofloxacin (Cipro, BAYQ3939)|DRUG: Placebo",Bayer,Novartis,INTERVENTIONAL,2009-06,2010-09,2010-09,2009-07-02,2012-01-30,2014-12-12
NCT00920985,US Cycle Control and Blood Pressure Study,https://clinicaltrials.gov/study/NCT00920985,,COMPLETED,NO,Contraception,"DRUG: Gestodene/EE (FC Patch Low, BAY86-5016)|DRUG: Oral contraceptive (equivalent to the active treatment tablets of Levlite), 21-day blister SH D00593A",Bayer,,INTERVENTIONAL,2009-06,2010-08,2010-09,2009-06-16,,2015-10-09
NCT00915915,Inhibition of Ovulation and Pharmacokinetics of Transdermal Ethinylestradiol (EE) and Gestodene (GSD),https://clinicaltrials.gov/study/NCT00915915,,COMPLETED,NO,Contraception|Ovulation Inhibition,DRUG: Ethinylestradiol/Gestodene (BAY86-5016)|DRUG: Ethinylestradiol/Gestodene (BAY86-5016),Bayer,,INTERVENTIONAL,2009-06,2010-04,2010-04,2009-06-08,,2014-10-28
NCT00914693,EU/LA Pearl Index Study - Transdermal Contraceptive Patch,https://clinicaltrials.gov/study/NCT00914693,,COMPLETED,NO,Contraception,DRUG: Ethinylestradiol/Gestodene (BAY86-5016),Bayer,,INTERVENTIONAL,2009-04,2011-09,2011-09,2009-06-05,,2014-12-05
NCT00910637,Study Investigating the Efficacy and Safety of a Contraceptive Patch for 13 Cycles,https://clinicaltrials.gov/study/NCT00910637,,COMPLETED,NO,Contraception,DRUG: Gestodene/EE Patch (BAY86-5016),Bayer,,INTERVENTIONAL,2009-05-01,2010-12-13,2010-12-13,2009-06-01,,2021-04-08
NCT00910429,BAY63-2521 - Long-term Extension Study in Patients With Chronic Thromboembolic Pulmonary Hypertension,https://clinicaltrials.gov/study/NCT00910429,CHEST-2,COMPLETED,YES,Pulmonary Hypertension,"DRUG: Riociguat (Adempas, BAY63-2521)",Bayer,,INTERVENTIONAL,2009-07-01,2019-08-19,2019-08-19,2009-05-29,2020-10-22,2023-11-07
NCT00910351,Cipro Inhaler for Cystic Fibrosis Children Ages 6-12,https://clinicaltrials.gov/study/NCT00910351,,COMPLETED,NO,Pseudomonas Infection,"DRUG: Ciprofloxacin (Cipro, BAYQ3939)",Bayer,,INTERVENTIONAL,2009-07,2010-10,2010-10,2009-05-29,,2013-11-21
NCT00910065,"BAY81-8781, I.V. Aspirin in the Indication of Acute Coronary Syndrome (ACS)",https://clinicaltrials.gov/study/NCT00910065,ACUTE,COMPLETED,NO,Acute Coronary Syndrome,"DRUG: D,L-lysine acetylsalicylate (Aspirin, BAY81-8781) 500 mg IV|DRUG: D,L-lysine acetylsalicylate (Aspirin, BAY81-8781) 250 mg IV|DRUG: Acetylsalicylic acid (Aspirin, BAYe4465) 300 mg Tablet",Bayer,,INTERVENTIONAL,2011-03,2014-04,2014-07,2009-05-29,,2015-06-25
NCT00909857,Effect on Primary Dysmenorrhea,https://clinicaltrials.gov/study/NCT00909857,,COMPLETED,YES,Primary Dysmenorrhea,"DRUG: Estradiol valerate, Dienogest (Natazia, Qlaira, BAY86-5027)|DRUG: Ethinyl estradiol, Levonorgestrel (Miranova)|DRUG: Placebo Match to SH T00658ID|DRUG: Placebo Match to SH D593B",Bayer,,INTERVENTIONAL,2009-04,2010-11,2010-11,2009-05-29,2012-02-27,2015-08-24
NCT00901901,Nexavar-Tarceva Combination Therapy for First Line Treatment of Patients Diagnosed With Hepatocellular Carcinoma,https://clinicaltrials.gov/study/NCT00901901,SEARCH,COMPLETED,YES,"Carcinoma, Hepatocellular","DRUG: Sorafenib (Nexavar, BAY43-9006)|DRUG: Erlotinib (Tarceva)|DRUG: Placebo",Bayer,,INTERVENTIONAL,2009-05-21,2012-04-17,2018-05-23,2009-05-14,2013-09-30,2019-05-30
NCT00896571,Transdermal Contraceptive Patch - Endometrial Effects Study,https://clinicaltrials.gov/study/NCT00896571,,COMPLETED,NO,Contraception,DRUG: Ethinylestradiol/Gestogene (BAY86-5016),Bayer,,INTERVENTIONAL,2009-07,2011-05,2011-08,2009-05-11,,2014-11-26
NCT00893217,BEYOND Pilot Study,https://clinicaltrials.gov/study/NCT00893217,,COMPLETED,NO,Multiple Sclerosis|Relapsing-Remitting,"DRUG: Betaseron (Interferon beta-1b, BAY86-5046)|DRUG: Betaseron (Interferon beta-1b, BAY86-5046)",Bayer,,INTERVENTIONAL,2002-11,,2003-06,2009-05-05,,2009-11-09
NCT00885937,Comparative Safety Study of New Sinecort Formulation Versus Positive Control,https://clinicaltrials.gov/study/NCT00885937,,COMPLETED,NO,Healthy,"DRUG: Dexpanthenol (Sinecort, BAY81-2996)|DRUG: Positive control, Na-laurylsulfat-solution|DEVICE: Untreated skin under application chamber",Bayer,,INTERVENTIONAL,2009-04,2009-05,2009-05,2009-04-22,,2014-06-23
NCT00884260,GA Levonorgestrel Intrauterine Contraceptive System (LCS) Phase III Study China,https://clinicaltrials.gov/study/NCT00884260,,COMPLETED,NO,Contraception,"DRUG: Levonorgestrel IUS (LCS, BAY86-5028)",Bayer,,INTERVENTIONAL,2009-04,2013-06,2013-06,2009-04-20,,2014-08-21
NCT00874120,Safety Study Comparing Phenylephrine HCL Extended Release Tablets 30 mg and Placebo (Study CL2007-07)(P07529)(COMPLETED),https://clinicaltrials.gov/study/NCT00874120,,COMPLETED,YES,Blood Pressure|Human Experimentation,DRUG: Phenylephrine Hydrochloride (HCl) Extended-Release tablets 30 mg|DRUG: Placebo,Bayer,,INTERVENTIONAL,2008-12,2009-02,2009-02,2009-04-02,2010-07-05,2015-03-11
NCT00873483,US Ovulation Inhibition Study in Obese Women,https://clinicaltrials.gov/study/NCT00873483,,COMPLETED,NO,Contraception,DRUG: Ethinylestradiol/Gestodene (BAY86-5016),Bayer,,INTERVENTIONAL,2009-04-30,2010-03-03,2010-03-03,2009-04-01,,2021-04-08
NCT00865709,Study of Modified FOLFOX6 Plus or Minus Sorafenib in Stage IV Metastatic Colorectal Carcinoma (mCRC) Subjects,https://clinicaltrials.gov/study/NCT00865709,,COMPLETED,YES,Metastatic Colorectal Cancer,"DRUG: Sorafenib (Nexavar, BAY43-9006) + mFOLFOX6 (5-FU, levo-leucovorin, oxaliplatin)|DRUG: Matching placebo + mFOLFOX6 (5-FU, levo-leucovorin, oxaliplatin)",Bayer,Amgen,INTERVENTIONAL,2009-03,2011-01,2012-02,2009-03-19,2012-03-20,2014-12-11
NCT00863746,A 3rd/4th Line Placebo-controlled Trial of Sorafenib in Patients With Predominantly Non Squamous Non-Small Cell Lung Cancer (NSCLC).,https://clinicaltrials.gov/study/NCT00863746,MISSION,COMPLETED,YES,Carcinoma|Non-Small-Cell Lung,"DRUG: Sorafenib (Nexavar, BAY43-9006)|DRUG: Placebo",Bayer,,INTERVENTIONAL,2009-04,2012-03,2013-04,2009-03-18,2013-07-30,2015-01-19
NCT00863681,BAY63-2521:Long-term Extension Study in Patients With Pulmonary Arterial Hypertension,https://clinicaltrials.gov/study/NCT00863681,PATENT-2,COMPLETED,YES,"Hypertension, Pulmonary",DRUG: Riociguat (BAY63-2521),Bayer,,INTERVENTIONAL,2009-03-12,2019-08-19,2019-08-19,2009-03-18,2020-10-22,2023-11-07
NCT00862459,Dose Finding Study of Gadavist in Central Nervous System (CNS) Magnetic Resonance Imaging (MRI),https://clinicaltrials.gov/study/NCT00862459,,COMPLETED,YES,Brain Diseases|Spinal Cord Diseases,"DRUG: Gadobutrol~0.03 mmol/kg BW (Gadavist, Gadovist, BAY86-4875)|DRUG: Gadobutrol~0.1 mmol/kg BW (Gadavist, Gadovist, BAY86-4875)|DRUG: Gadobutrol~0.3 mmol/kg BW (Gadavist, Gadovist, BAY86-4875)|DRUG: OptiMARK~0.1 mmol/kg BW",Bayer,,INTERVENTIONAL,2005-08,2007-03,2007-03,2009-03-17,2012-01-30,2014-01-13
NCT00855660,Effect of Riociguat on Bone Metabolism,https://clinicaltrials.gov/study/NCT00855660,,COMPLETED,NO,"Pharmacology, Clinical","DRUG: Riociguat (Adempas, BAY63-2521) immediate release tablet of 2.5 mg|DRUG: Placebo",Bayer,,INTERVENTIONAL,2009-03,2009-12,2010-07,2009-03-04,,2016-01-11
NCT00855465,A Study to Evaluate Efficacy and Safety of Oral BAY63-2521 in Patients With CTEPH.,https://clinicaltrials.gov/study/NCT00855465,CHEST-1,COMPLETED,YES,Pulmonary Hypertension,"DRUG: Riociguat (Adempas, BAY63-2521)|DRUG: Placebo",Bayer,,INTERVENTIONAL,2009-02-23,2012-06-27,2012-06-27,2009-03-04,2014-03-11,2023-11-21
NCT00855218,"A Phase II Randomized, Double-blind, Placebo-controlled Study of Sorafenib or Placebo in Combination With Transarterial Chemoembolization (TACE) Performed With DC Bead and Doxorubicin for Intermediate Stage Hepatocellular Carcinoma (HCC).",https://clinicaltrials.gov/study/NCT00855218,,COMPLETED,YES,"Carcinoma, Hepatocellular","DRUG: Sorafenib (Nexavar, BAY43-9006)|DRUG: Placebo",Bayer,,INTERVENTIONAL,2009-03,2011-07,2013-02,2009-03-04,2012-09-24,2017-08-18
NCT00839826,ODiXahip - a Phase IIa Dose Escalating Proof of Principle Trial,https://clinicaltrials.gov/study/NCT00839826,ODiXaHip,COMPLETED,NO,Thromboembolism|Prevention,DRUG: Rivaroxaban (BAY59-7939)|DRUG: Enoxaparin,Bayer,,INTERVENTIONAL,2002-12,2003-11,2003-11,2009-02-10,,2014-12-17
NCT00839462,Efficacy of Dexpanthenol in Thermic Erythema,https://clinicaltrials.gov/study/NCT00839462,,COMPLETED,NO,Erythema,"DRUG: Dexpanthenol foam spray, new formulation|DRUG: Dexpanthenol foam spray, old formulation",Bayer,,INTERVENTIONAL,2007-09,2007-09,2007-09,2009-02-09,,2013-10-21
NCT00839280,Moisturizing Effect of Two Dexpanthenol Formulations,https://clinicaltrials.gov/study/NCT00839280,,COMPLETED,NO,Skin Abnormalities,"DRUG: Dexpanthenol foam spray, new formulation|DRUG: Dexpanthenol foam spray, old formulation",Bayer,,INTERVENTIONAL,2007-08,2007-09,2007-09,2009-02-09,,2014-10-15
NCT00839163,Oral Direct Factor Xa Inhibitor BAY59-7939 in Patients With Acute Symptomatic Proximal Deep Vein Thrombosis(ODIXa-DVT),https://clinicaltrials.gov/study/NCT00839163,,COMPLETED,NO,Venous Thrombosis|Deep Vein Thrombosis,"DRUG: Xarelto (Rivaroxaban, BAY59-7939)|DRUG: Xarelto (Rivaroxaban, BAY59-7939)|DRUG: Xarelto (Rivaroxaban, BAY59-7939)|DRUG: Xarelto (Rivaroxaban, BAY59-7939)|DRUG: Enoxaparin/Vitamin K-Antagonist",Bayer,,INTERVENTIONAL,2004-03,2005-10,2005-10,2009-02-09,,2023-09-07
